Variedad,Altura,Cantidad (L),Temperatura,pH,Tiempo de fermentación,Puntaje en taza,Categoria_Puntaje
5,945.0,3.0,31.4,4.13,28.0,79.5,No especial
5,1098.0,3.0,22.1,4.19,26.0,74.75,No especial
10,956.0,94.7,21.0,4.89,57.0,84.0,Bueno
10,1214.0,65.1,17.7,4.15,150.0,86.75,Muy bueno
8,1590.0,8.0,16.9,4.48,68.0,86.25,Muy bueno
10,934.0,134.2,21.2,5.06,110.0,86.5,Muy bueno
2,1407.0,61.0,23.4,4.0,24.0,79.25,No especial
2,1288.0,8.1,23.7,3.93,45.0,73.5,No especial
3,1219.0,2.5,30.7,4.03,35.0,72.25,No especial
10,1183.0,90.7,18.8,4.76,101.0,84.75,Bueno
10,1245.0,48.7,17.4,4.54,144.0,85.75,Muy bueno
1,1747.0,36.2,22.2,3.94,25.0,83.75,Bueno
0,1934.0,31.2,19.7,4.05,12.0,75.5,No especial
5,1814.0,15.4,16.7,4.14,75.0,87.25,Muy bueno
4,849.0,31.8,30.3,3.84,29.0,79.0,No especial
5,903.0,49.4,25.9,4.19,22.0,76.75,No especial
6,1667.0,18.6,22.5,4.39,89.0,87.5,Muy bueno
9,933.0,29.2,25.4,4.69,58.0,85.0,Bueno
10,1301.0,61.1,16.3,4.78,145.0,85.75,Muy bueno
1,1843.0,73.3,32.0,4.58,8.0,82.25,Bueno
8,749.0,120.3,21.1,4.66,59.0,83.25,Bueno
3,1476.0,7.0,28.0,4.04,24.0,80.0,No especial
4,898.0,25.4,28.6,3.92,27.0,75.25,No especial
8,1663.0,47.5,21.5,4.13,66.0,86.25,Muy bueno
10,1083.0,76.4,23.2,4.5,58.0,84.5,Bueno
2,1637.0,15.1,16.3,3.91,50.0,85.5,Muy bueno
1,1895.0,44.9,26.1,3.87,10.0,84.75,Bueno
10,1120.0,90.1,17.4,4.71,110.0,84.25,Bueno
5,1109.0,3.2,31.4,4.13,24.0,76.25,No especial
1,2004.0,15.8,26.7,3.86,13.0,85.75,Muy bueno
3,982.0,25.3,25.9,3.76,35.0,73.0,No especial
6,1683.0,28.3,17.8,3.95,67.0,86.75,Muy bueno
7,1216.0,158.3,17.4,4.32,22.0,85.5,Muy bueno
1,1232.0,3.8,31.1,4.27,13.0,84.5,Bueno
10,1093.0,99.9,19.3,4.75,104.0,84.25,Bueno
5,675.0,3.0,29.7,4.38,30.0,82.5,Bueno
10,958.0,75.2,18.5,4.53,165.0,85.5,Muy bueno
9,1045.0,68.6,21.8,4.28,61.0,84.75,Bueno
2,1446.0,27.9,17.6,4.02,30.0,80.25,Bueno
0,1949.0,39.3,24.5,3.98,7.0,85.75,Muy bueno
3,1861.0,3.7,17.1,3.86,71.0,87.0,Muy bueno
3,986.0,24.8,14.4,3.83,66.0,73.25,No especial
4,1170.0,84.9,22.4,3.51,37.0,75.25,No especial
3,825.0,20.1,21.1,4.24,28.0,74.0,No especial
8,941.0,83.5,15.8,4.63,57.0,81.0,Bueno
4,629.0,21.2,29.4,4.32,22.0,79.0,No especial
1,1823.0,25.9,22.1,3.84,24.0,84.25,Bueno
5,850.0,97.2,31.4,3.67,31.0,81.5,Bueno
8,997.0,23.0,18.8,4.78,35.0,82.25,Bueno
4,1264.0,2.5,30.9,4.1,27.0,73.5,No especial
0,2038.0,20.8,30.6,4.77,6.0,86.75,Muy bueno
9,831.0,112.1,23.2,4.55,61.0,84.0,Bueno
2,1591.0,12.2,20.8,4.24,26.0,86.0,Muy bueno
10,1157.0,83.0,18.5,4.89,123.0,85.25,Muy bueno
3,919.0,27.0,21.6,3.92,34.0,76.75,No especial
10,1162.0,84.9,15.8,4.55,145.0,85.5,Muy bueno
10,1106.0,84.3,20.3,4.85,106.0,84.75,Bueno
0,2102.0,6.2,27.1,4.16,7.0,87.5,Muy bueno
5,685.0,9.3,25.4,4.51,30.0,81.5,Bueno
5,1024.0,21.4,24.1,4.33,24.0,75.5,No especial
2,1633.0,98.1,29.7,3.98,28.0,74.0,No especial
3,1297.0,2.5,23.7,4.32,25.0,87.25,Muy bueno
7,1067.0,78.9,27.2,3.41,24.0,87.0,Muy bueno
6,988.0,104.8,24.3,3.62,36.0,83.5,Bueno
9,812.0,91.8,24.9,4.66,59.0,83.75,Bueno
2,1654.0,33.0,18.6,3.69,29.0,84.75,Bueno
6,1095.0,3.0,19.4,4.56,25.0,75.75,No especial
10,1094.0,32.2,18.4,5.0,30.0,83.75,Bueno
6,1230.0,3.0,31.2,4.09,26.0,75.5,No especial
2,1819.0,2.8,17.9,3.87,67.0,87.75,Muy bueno
7,871.0,126.6,28.7,3.82,29.0,84.25,Bueno
2,1694.0,84.6,31.6,4.36,10.0,76.75,No especial
2,1456.0,12.8,31.1,4.02,24.0,73.5,No especial
10,1145.0,95.4,20.2,4.9,93.0,84.75,Bueno
10,1155.0,90.8,19.7,4.82,121.0,84.75,Bueno
7,1152.0,2.9,26.4,4.59,16.0,81.0,Bueno
0,2104.0,5.8,24.4,4.26,8.0,83.25,Bueno
2,1386.0,75.7,19.5,3.93,21.0,81.5,Bueno
3,1792.0,10.7,16.0,4.1,37.0,87.25,Muy bueno
10,1135.0,81.9,18.1,4.71,153.0,85.75,Muy bueno
4,1570.0,47.8,22.0,4.16,17.0,85.25,Muy bueno
5,1471.0,10.0,18.3,4.25,25.0,86.5,Muy bueno
1,800.0,9.6,13.4,3.94,56.0,73.25,No especial
10,872.0,127.1,21.8,4.8,108.0,85.5,Muy bueno
5,917.0,113.0,25.5,3.57,30.0,82.25,Bueno
6,1162.0,7.1,28.4,3.85,34.0,78.25,No especial
10,1095.0,78.1,18.0,4.59,151.0,85.25,Muy bueno
4,1390.0,73.8,27.5,3.67,35.0,78.25,No especial
4,1018.0,7.0,32.6,3.81,33.0,75.0,No especial
6,993.0,19.9,16.2,4.5,33.0,77.25,No especial
8,685.0,110.8,28.2,4.23,49.0,83.5,Bueno
7,1358.0,67.8,29.1,3.73,29.0,84.0,Bueno
10,1143.0,83.1,17.2,4.81,108.0,85.5,Muy bueno
6,1531.0,13.9,15.5,4.02,56.0,86.0,Muy bueno
3,1644.0,11.5,32.2,3.77,27.0,79.0,No especial
2,1074.0,69.0,13.8,3.78,48.0,79.75,No especial
9,705.0,114.0,21.0,4.4,115.0,84.5,Bueno
10,1253.0,71.8,17.0,4.68,156.0,85.75,Muy bueno
10,902.0,104.2,20.9,4.6,151.0,85.5,Muy bueno
6,1210.0,13.1,28.3,4.63,17.0,78.25,No especial
10,1154.0,70.9,18.7,5.01,161.0,86.75,Muy bueno
3,1395.0,51.4,16.0,4.01,35.0,82.5,Bueno
0,1814.0,45.1,22.5,4.2,16.0,77.75,No especial
10,1262.0,68.1,17.0,4.78,143.0,85.75,Muy bueno
2,1763.0,10.3,25.6,4.57,13.0,87.0,Muy bueno
6,1101.0,4.7,27.8,4.44,17.0,78.25,No especial
9,902.0,32.6,24.2,4.47,120.0,86.0,Muy bueno
4,990.0,140.1,13.3,3.54,39.0,79.75,No especial
7,591.0,157.8,26.9,3.92,74.0,84.25,Bueno
10,1012.0,102.3,20.9,4.86,66.0,83.5,Bueno
3,1136.0,3.7,32.1,4.23,16.0,80.25,Bueno
9,1041.0,2.8,25.0,4.9,24.0,86.0,Muy bueno
4,817.0,5.2,27.3,4.56,29.0,78.25,No especial
0,2024.0,25.6,28.8,4.28,7.0,84.25,Bueno
9,836.0,24.4,27.8,4.53,52.0,84.0,Bueno
3,1327.0,28.1,31.7,3.94,22.0,76.75,No especial
4,1672.0,3.1,16.6,4.09,31.0,87.5,Muy bueno
8,1151.0,2.9,30.1,4.49,26.0,81.5,Bueno
8,959.0,5.0,20.1,4.87,22.0,84.5,Bueno
5,1135.0,107.2,18.0,3.55,35.0,81.75,Bueno
10,1087.0,72.2,18.5,4.24,153.0,86.75,Muy bueno
1,1826.0,24.2,18.6,3.88,28.0,83.25,Bueno
9,992.0,28.4,27.2,4.61,46.0,84.25,Bueno
3,1110.0,4.0,31.6,4.16,22.0,72.5,No especial
10,786.0,111.9,21.1,4.49,121.0,85.0,Muy bueno
3,954.0,2.6,30.3,4.13,21.0,74.5,No especial
3,1319.0,34.0,30.8,3.99,18.0,76.25,No especial
5,1075.0,101.6,22.1,3.6,29.0,81.75,Bueno
2,1802.0,36.6,23.0,3.67,24.0,84.0,Bueno
4,693.0,40.3,31.3,3.85,30.0,81.5,Bueno
5,915.0,6.7,13.6,4.57,29.0,78.75,No especial
3,1485.0,32.9,18.0,4.41,11.0,85.75,Muy bueno
4,1575.0,42.2,20.1,3.61,46.0,86.5,Muy bueno
10,1245.0,44.1,16.9,4.74,165.0,85.75,Muy bueno
9,1282.0,15.8,17.0,4.51,89.0,86.25,Muy bueno
1,1551.0,18.5,27.0,3.89,17.0,78.5,No especial
10,1191.0,65.5,17.5,4.74,161.0,85.5,Muy bueno
2,1706.0,36.7,23.9,4.07,18.0,85.5,Muy bueno
5,1731.0,27.8,17.4,3.6,30.0,87.5,Muy bueno
5,1588.0,18.9,32.8,3.8,15.0,76.75,No especial
4,1221.0,48.9,23.6,3.83,30.0,80.25,Bueno
1,1415.0,43.1,18.5,4.1,41.0,78.75,No especial
2,1340.0,2.4,32.7,4.24,11.0,77.0,No especial
2,860.0,13.7,28.0,3.88,33.0,76.0,No especial
2,1727.0,12.6,32.4,4.32,8.0,82.0,Bueno
6,1172.0,2.6,14.4,4.88,17.0,76.0,No especial
4,1248.0,55.7,32.5,3.54,16.0,76.0,No especial
2,1915.0,14.5,22.1,3.78,24.0,87.0,Muy bueno
2,1740.0,23.5,28.6,4.57,12.0,87.5,Muy bueno
3,942.0,5.8,28.8,4.24,25.0,74.0,No especial
7,959.0,144.3,21.5,4.82,16.0,81.25,Bueno
6,830.0,6.4,21.9,4.6,24.0,80.5,Bueno
7,1787.0,35.6,23.1,4.17,41.0,86.5,Muy bueno
10,1182.0,58.2,17.1,4.75,143.0,85.5,Muy bueno
10,1139.0,40.9,23.9,4.47,156.0,87.0,Muy bueno
3,1100.0,8.2,29.9,3.9,36.0,72.75,No especial
3,1317.0,39.4,22.5,3.94,39.0,76.75,No especial
5,1314.0,2.5,23.0,4.52,16.0,73.75,No especial
10,1265.0,57.0,19.2,4.35,151.0,86.75,Muy bueno
0,1793.0,33.8,24.1,4.05,19.0,76.5,No especial
2,1224.0,30.0,28.0,3.87,36.0,78.0,No especial
9,915.0,92.9,19.1,4.58,117.0,84.25,Bueno
7,1106.0,34.6,28.2,4.4,25.0,77.25,No especial
7,1155.0,42.4,21.9,4.55,28.0,79.75,No especial
6,1150.0,2.9,15.3,4.8,15.0,78.0,No especial
9,1190.0,72.9,16.3,3.66,63.0,87.5,Muy bueno
10,1175.0,35.4,17.8,4.86,99.0,85.75,Muy bueno
2,1824.0,36.0,24.6,3.76,22.0,84.25,Bueno
9,1079.0,107.4,22.4,4.86,21.0,80.75,Bueno
10,1019.0,78.7,17.4,4.64,131.0,84.5,Bueno
10,847.0,28.0,25.9,4.35,122.0,86.0,Muy bueno
6,1414.0,6.9,16.5,4.39,27.0,85.75,Muy bueno
2,451.0,93.0,23.3,4.16,85.0,79.75,No especial
7,1341.0,88.0,21.3,3.41,26.0,85.75,Muy bueno
1,1854.0,8.9,23.9,4.21,11.0,79.75,No especial
3,1123.0,2.4,32.5,4.22,22.0,73.75,No especial
10,1103.0,18.1,23.5,4.6,85.0,85.25,Muy bueno
9,799.0,123.1,24.4,4.66,54.0,83.25,Bueno
9,936.0,69.4,15.1,4.52,121.0,82.0,Bueno
2,1403.0,11.5,16.1,4.06,33.0,83.5,Bueno
9,1091.0,178.8,24.3,5.12,13.0,85.0,Muy bueno
3,898.0,3.0,13.3,4.45,28.0,72.75,No especial
10,1134.0,90.4,18.6,5.0,138.0,86.0,Muy bueno
5,1153.0,50.1,29.1,3.83,28.0,77.5,No especial
2,1361.0,43.3,16.3,4.05,41.0,82.0,Bueno
3,1132.0,2.4,33.0,4.28,8.0,83.75,Bueno
10,1034.0,66.3,16.3,4.51,118.0,84.25,Bueno
5,1325.0,49.1,15.6,3.8,36.0,85.0,Bueno
1,1899.0,13.1,27.7,4.5,16.0,87.0,Muy bueno
3,1817.0,21.4,20.0,4.22,23.0,86.25,Muy bueno
2,1815.0,17.4,17.1,3.72,24.0,86.75,Muy bueno
3,1674.0,55.0,25.0,3.74,31.0,82.75,Bueno
0,1988.0,7.2,18.9,4.04,22.0,78.75,No especial
5,1158.0,4.3,19.6,4.5,23.0,74.0,No especial
9,1054.0,80.0,19.9,4.78,30.0,80.75,Bueno
1,1394.0,25.4,16.4,3.99,19.0,77.75,No especial
1,1795.0,2.4,18.0,4.06,15.0,88.0,Muy bueno
6,910.0,82.6,23.5,4.56,16.0,78.25,No especial
10,1238.0,37.9,23.2,4.73,65.0,85.25,Muy bueno
10,1020.0,76.6,18.1,4.87,118.0,84.75,Bueno
6,900.0,50.2,24.7,4.6,14.0,76.25,No especial
2,1461.0,23.8,19.7,3.88,50.0,82.75,Bueno
5,1093.0,28.6,24.9,3.76,34.0,77.5,No especial
1,1991.0,29.5,28.5,3.89,17.0,79.25,No especial
9,1500.0,11.8,25.8,4.12,160.0,86.25,Muy bueno
2,1573.0,14.2,29.9,4.21,17.0,81.0,Bueno
5,1324.0,76.0,18.5,3.71,24.0,84.75,Bueno
7,1010.0,27.7,26.1,4.19,26.0,77.75,No especial
1,1922.0,26.0,24.9,3.81,14.0,84.25,Bueno
10,979.0,83.9,21.6,3.94,92.0,86.25,Muy bueno
6,1209.0,2.7,29.8,4.22,19.0,77.0,No especial
5,1063.0,3.9,33.0,4.04,25.0,80.0,Bueno
6,1037.0,112.6,23.0,3.41,29.0,78.75,No especial
0,2034.0,24.2,31.1,4.31,9.0,82.75,Bueno
10,1076.0,57.3,18.6,4.97,115.0,86.5,Muy bueno
2,1480.0,14.4,24.9,4.13,19.0,83.0,Bueno
7,1038.0,6.7,23.3,4.76,21.0,81.0,Bueno
2,1408.0,44.4,25.8,3.87,19.0,73.25,No especial
1,1070.0,3.4,14.3,3.82,54.0,74.0,No especial
10,1039.0,97.6,18.6,4.61,115.0,84.75,Bueno
2,1823.0,71.2,30.3,4.1,9.0,83.25,Bueno
7,1285.0,102.5,22.1,3.7,30.0,85.0,Muy bueno
8,816.0,123.8,22.6,4.75,39.0,83.0,Bueno
3,1159.0,62.7,28.5,3.59,46.0,73.25,No especial
4,1094.0,117.3,25.3,4.25,11.0,77.25,No especial
10,1050.0,70.0,16.0,4.76,79.0,83.25,Bueno
1,1866.0,31.9,27.0,3.97,23.0,81.25,Bueno
9,1352.0,76.9,18.0,4.04,104.0,85.75,Muy bueno
8,930.0,108.3,21.0,4.6,45.0,82.0,Bueno
2,1301.0,36.6,16.5,4.03,47.0,81.75,Bueno
8,1213.0,2.8,29.6,4.58,20.0,81.75,Bueno
6,1692.0,43.3,22.5,4.42,22.0,85.75,Muy bueno
8,1138.0,68.0,20.6,4.69,33.0,80.0,Bueno
5,778.0,148.5,20.6,4.5,21.0,79.5,No especial
5,1117.0,131.7,30.6,4.52,10.0,77.25,No especial
10,1157.0,29.2,23.7,4.65,76.0,84.75,Bueno
9,984.0,88.5,16.3,4.45,86.0,83.5,Bueno
5,995.0,2.5,23.6,4.46,17.0,75.75,No especial
2,1458.0,70.0,20.3,4.09,18.0,83.75,Bueno
1,2010.0,30.6,28.1,4.32,9.0,86.25,Muy bueno
7,1199.0,5.2,23.9,4.5,23.0,83.25,Bueno
7,889.0,8.6,18.0,4.63,32.0,81.0,Bueno
3,1607.0,64.6,30.6,3.99,17.0,82.5,Bueno
5,1389.0,5.7,22.5,4.31,23.0,84.25,Bueno
10,1168.0,70.7,17.4,4.78,155.0,85.25,Muy bueno
6,818.0,2.6,14.1,4.93,13.0,83.5,Bueno
5,773.0,62.6,16.6,4.41,62.0,79.25,No especial
2,664.0,3.2,31.5,3.95,33.0,76.0,No especial
3,1665.0,3.4,25.2,3.83,123.0,87.5,Muy bueno
0,2051.0,24.1,27.3,4.23,11.0,83.75,Bueno
7,1116.0,3.2,18.9,4.7,26.0,86.25,Muy bueno
2,462.0,15.5,32.6,4.05,46.0,83.5,Bueno
3,697.0,29.2,14.6,4.4,69.0,75.75,No especial
3,841.0,6.5,22.6,4.18,41.0,73.5,No especial
4,1320.0,80.6,21.8,3.63,28.0,83.25,Bueno
9,1082.0,9.3,16.7,4.89,37.0,84.5,Bueno
1,1851.0,4.8,23.5,4.25,14.0,84.25,Bueno
10,1145.0,66.6,15.5,4.62,163.0,86.0,Muy bueno
4,1112.0,113.7,27.8,3.5,19.0,78.25,No especial
4,803.0,37.0,15.1,4.37,32.0,75.0,No especial
8,602.0,113.0,27.9,3.9,82.0,85.75,Muy bueno
7,1261.0,93.4,21.7,3.51,33.0,85.5,Muy bueno
5,1235.0,83.8,28.8,3.49,45.0,74.5,No especial
2,1727.0,8.0,14.6,3.81,87.0,86.5,Muy bueno
5,1473.0,11.4,15.0,4.3,45.0,85.0,Bueno
6,1668.0,9.3,15.1,4.1,53.0,86.0,Muy bueno
10,1100.0,87.1,18.6,4.75,99.0,84.5,Bueno
3,1838.0,29.4,19.2,3.7,30.0,87.0,Muy bueno
6,1421.0,13.6,20.9,4.4,67.0,87.25,Muy bueno
5,1635.0,29.8,15.9,3.79,86.0,86.0,Muy bueno
2,1486.0,6.8,31.4,4.31,9.0,83.25,Bueno
3,1244.0,2.6,29.2,4.56,10.0,76.75,No especial
7,1294.0,75.5,19.7,3.56,45.0,85.75,Muy bueno
6,872.0,138.6,20.2,4.77,9.0,77.5,No especial
3,954.0,49.7,19.0,3.87,38.0,76.75,No especial
8,1067.0,99.8,17.8,4.3,57.0,83.25,Bueno
5,1226.0,107.7,23.9,3.64,27.0,81.25,Bueno
8,1059.0,7.1,15.2,4.97,29.0,83.5,Bueno
8,840.0,4.5,25.2,4.57,24.0,82.25,Bueno
9,856.0,11.8,28.1,4.4,54.0,84.25,Bueno
3,1234.0,70.2,15.0,3.73,44.0,81.75,Bueno
6,681.0,138.7,27.0,3.83,47.0,83.75,Bueno
6,1049.0,10.4,30.5,4.12,30.0,79.0,No especial
6,1086.0,4.4,16.0,4.92,12.0,78.0,No especial
8,990.0,69.7,15.4,4.68,43.0,81.0,Bueno
2,1790.0,50.6,32.6,3.96,16.0,75.75,No especial
9,1143.0,10.8,29.8,4.49,41.0,83.25,Bueno
8,717.0,176.4,24.4,4.74,42.0,82.25,Bueno
2,1769.0,4.5,18.9,3.9,43.0,86.25,Muy bueno
6,1386.0,8.9,18.4,4.31,35.0,86.0,Muy bueno
7,1378.0,11.3,17.8,4.48,30.0,84.0,Bueno
3,1503.0,85.2,25.4,3.92,20.0,81.5,Bueno
10,892.0,138.2,20.9,4.74,106.0,85.25,Muy bueno
3,1773.0,14.4,16.8,4.11,35.0,86.25,Muy bueno
9,1007.0,44.2,17.2,4.87,32.0,82.5,Bueno
5,1107.0,126.8,23.8,3.7,38.0,84.75,Bueno
5,565.0,129.1,21.3,4.26,44.0,80.75,Bueno
4,1462.0,31.4,16.8,4.06,28.0,85.25,Muy bueno
3,1232.0,69.4,26.9,3.84,28.0,78.75,No especial
7,902.0,2.8,23.8,4.6,26.0,82.25,Bueno
9,1047.0,2.6,22.6,5.01,12.0,86.0,Muy bueno
5,1700.0,19.4,20.9,4.13,38.0,86.75,Muy bueno
3,1811.0,19.5,19.5,4.37,10.0,86.25,Muy bueno
4,809.0,5.3,12.8,4.48,36.0,75.25,No especial
3,629.0,2.4,19.1,4.81,12.0,81.0,Bueno
10,1431.0,50.2,18.6,4.34,132.0,86.75,Muy bueno
1,1701.0,26.2,18.2,3.69,36.0,83.75,Bueno
4,1676.0,55.8,23.4,3.79,23.0,85.25,Muy bueno
10,1289.0,41.2,18.5,4.98,84.0,85.5,Muy bueno
8,1553.0,26.8,15.2,3.96,91.0,85.75,Muy bueno
9,915.0,92.4,17.3,4.5,129.0,84.25,Bueno
7,841.0,65.9,21.5,4.5,45.0,80.25,Bueno
6,1074.0,2.7,24.4,4.52,19.0,83.5,Bueno
8,878.0,177.8,24.3,4.86,26.0,83.0,Bueno
8,879.0,139.6,28.5,4.6,31.0,81.5,Bueno
0,2081.0,14.6,25.6,3.91,7.0,86.25,Muy bueno
6,732.0,9.3,30.6,4.37,52.0,81.5,Bueno
10,1113.0,66.2,14.4,4.81,110.0,85.5,Muy bueno
4,843.0,17.8,32.0,3.9,29.0,78.0,No especial
6,523.0,163.0,29.6,4.14,87.0,84.0,Bueno
9,755.0,107.3,21.2,4.39,162.0,85.0,Bueno
7,951.0,8.6,14.1,4.85,32.0,82.0,Bueno
4,1003.0,2.4,29.8,4.55,16.0,75.5,No especial
7,1234.0,28.2,28.2,4.2,36.0,85.75,Muy bueno
6,1295.0,3.7,32.4,4.23,25.0,79.75,No especial
3,1021.0,44.3,22.5,3.68,40.0,74.0,No especial
5,680.0,72.0,18.4,4.38,55.0,80.0,Bueno
9,868.0,111.1,20.2,4.57,77.0,83.25,Bueno
7,656.0,135.3,27.6,4.15,51.0,83.0,Bueno
3,865.0,55.1,14.7,3.66,32.0,73.0,No especial
2,1770.0,10.9,17.1,3.67,111.0,87.0,Muy bueno
6,1561.0,37.8,18.2,4.22,50.0,85.5,Muy bueno
5,680.0,23.6,22.9,4.17,52.0,78.5,No especial
8,1027.0,2.6,29.3,4.31,26.0,83.75,Bueno
10,899.0,62.7,20.2,4.62,162.0,85.75,Muy bueno
4,1477.0,95.4,25.2,3.6,29.0,76.75,No especial
7,1007.0,80.7,16.1,4.61,24.0,79.25,No especial
3,1615.0,3.6,33.0,4.07,14.0,74.75,No especial
3,1456.0,45.0,30.2,3.83,18.0,73.5,No especial
5,1218.0,2.4,19.4,4.65,12.0,75.0,No especial
9,1063.0,21.6,20.6,4.9,20.0,84.25,Bueno
3,1224.0,55.7,13.9,3.76,50.0,84.5,Bueno
6,865.0,2.4,21.9,4.77,10.0,82.25,Bueno
9,873.0,113.6,19.6,4.39,124.0,84.75,Bueno
1,1539.0,34.9,16.6,3.94,39.0,82.0,Bueno
5,528.0,74.5,24.4,4.23,85.0,80.25,Bueno
1,1307.0,21.3,32.6,4.06,20.0,74.75,No especial
3,643.0,63.5,32.3,3.9,51.0,79.75,No especial
6,748.0,101.6,26.5,4.38,35.0,78.5,No especial
7,1009.0,36.9,14.3,4.74,49.0,81.25,Bueno
8,794.0,74.7,27.4,4.16,45.0,83.75,Bueno
10,1038.0,72.9,18.3,4.57,147.0,83.5,Bueno
5,1339.0,9.8,31.4,3.77,28.0,78.5,No especial
6,1117.0,2.5,30.9,4.13,22.0,78.25,No especial
6,757.0,72.2,24.2,4.29,31.0,79.75,No especial
5,1063.0,2.6,32.8,3.86,27.0,76.25,No especial
3,1010.0,4.9,15.9,4.09,34.0,71.0,No especial
0,2004.0,8.7,21.7,3.97,17.0,86.5,Muy bueno
1,1650.0,28.7,17.5,3.99,24.0,75.5,No especial
8,988.0,25.7,24.6,4.58,33.0,82.25,Bueno
3,961.0,75.3,14.9,3.76,46.0,73.5,No especial
3,1657.0,11.9,18.5,4.2,25.0,86.25,Muy bueno
0,1631.0,31.0,16.8,3.81,27.0,83.0,Bueno
0,2070.0,12.6,26.6,4.32,9.0,87.75,Muy bueno
4,925.0,43.6,26.6,4.31,12.0,75.0,No especial
2,745.0,2.4,19.7,4.59,11.0,73.25,No especial
9,1060.0,66.9,26.1,4.11,48.0,84.25,Bueno
6,631.0,121.6,21.1,4.31,92.0,82.0,Bueno
4,1184.0,5.3,30.1,4.04,34.0,77.0,No especial
0,2074.0,7.3,27.3,4.4,6.0,87.0,Muy bueno
4,1047.0,13.8,31.6,3.99,27.0,75.5,No especial
7,895.0,98.0,17.2,4.49,51.0,81.0,Bueno
0,2014.0,10.8,24.6,4.15,17.0,86.25,Muy bueno
3,1361.0,78.2,23.2,3.92,28.0,79.25,No especial
10,1181.0,70.4,17.0,4.66,158.0,85.75,Muy bueno
10,958.0,158.8,22.2,5.01,28.0,84.0,Bueno
8,1961.0,27.6,22.5,4.34,40.0,87.25,Muy bueno
8,1443.0,70.7,22.6,3.59,83.0,87.0,Muy bueno
10,1183.0,85.7,16.1,4.66,141.0,85.0,Bueno
6,928.0,14.2,28.4,4.22,29.0,79.5,No especial
6,997.0,97.5,26.3,3.51,28.0,84.75,Bueno
10,1344.0,44.2,18.2,4.7,162.0,86.0,Muy bueno
3,1190.0,2.4,32.8,4.26,15.0,76.25,No especial
7,1099.0,12.8,20.1,4.73,13.0,77.5,No especial
7,464.0,119.5,25.3,4.27,128.0,84.25,Bueno
3,1279.0,6.9,32.9,4.43,9.0,74.75,No especial
10,1025.0,58.9,17.4,4.64,155.0,85.5,Muy bueno
10,1020.0,54.6,18.8,4.61,161.0,86.75,Muy bueno
10,1099.0,65.8,18.0,4.76,144.0,85.75,Muy bueno
2,1363.0,36.8,22.8,3.91,42.0,73.75,No especial
2,1558.0,63.9,18.7,3.85,36.0,78.0,No especial
6,811.0,106.3,22.5,4.6,31.0,78.25,No especial
8,601.0,168.7,25.6,4.53,74.0,84.0,Bueno
10,906.0,118.2,20.0,4.83,66.0,84.75,Bueno
8,889.0,122.2,19.7,4.82,14.0,80.5,Bueno
2,1580.0,42.2,20.2,3.9,25.0,83.25,Bueno
9,619.0,108.0,22.3,4.35,161.0,84.5,Bueno
9,1453.0,54.5,23.1,4.42,102.0,86.75,Muy bueno
10,1223.0,42.7,17.0,4.88,118.0,85.5,Muy bueno
1,1263.0,82.4,14.5,3.88,22.0,77.5,No especial
6,951.0,86.9,16.1,4.3,43.0,81.0,Bueno
5,920.0,2.4,27.9,4.55,10.0,80.5,Bueno
0,2055.0,11.5,26.0,4.03,12.0,87.0,Muy bueno
6,1110.0,100.6,25.7,3.5,33.0,83.25,Bueno
10,1400.0,30.5,16.9,4.82,110.0,86.5,Muy bueno
2,1296.0,7.8,19.6,4.02,33.0,77.25,No especial
8,1072.0,33.9,19.5,4.85,15.0,79.75,No especial
10,1071.0,74.6,19.8,4.36,110.0,85.5,Muy bueno
5,1090.0,2.5,19.1,4.57,20.0,75.5,No especial
6,1100.0,16.4,15.1,4.67,27.0,76.25,No especial
7,1048.0,68.2,18.1,4.49,19.0,82.0,Bueno
8,708.0,127.9,22.9,4.18,98.0,84.25,Bueno
10,1276.0,38.5,16.5,4.74,148.0,86.25,Muy bueno
4,1022.0,12.6,14.6,4.25,35.0,78.0,No especial
1,873.0,27.4,16.2,4.09,32.0,74.75,No especial
6,1253.0,103.7,21.4,3.48,31.0,84.75,Bueno
4,1001.0,9.4,16.7,4.38,20.0,73.25,No especial
5,1153.0,4.2,30.3,4.29,23.0,75.25,No especial
3,1514.0,32.4,32.6,3.72,25.0,74.0,No especial
9,634.0,106.5,24.6,4.35,147.0,84.0,Bueno
10,1041.0,43.7,22.0,4.67,94.0,86.75,Muy bueno
10,939.0,83.8,18.6,4.57,149.0,85.5,Muy bueno
1,1576.0,89.2,27.8,4.2,19.0,78.0,No especial
10,1267.0,65.3,19.0,4.61,138.0,86.25,Muy bueno
10,1093.0,92.7,17.6,4.8,79.0,83.5,Bueno
0,1956.0,16.0,21.2,3.98,20.0,86.75,Muy bueno
5,1626.0,5.2,15.7,4.22,50.0,87.25,Muy bueno
6,1064.0,43.0,18.3,4.19,32.0,79.5,No especial
8,1234.0,83.2,21.1,3.78,71.0,86.0,Muy bueno
2,1322.0,28.1,31.4,3.87,19.0,73.5,No especial
1,605.0,45.0,32.6,3.91,27.0,75.75,No especial
1,1533.0,26.7,17.9,3.86,24.0,72.25,No especial
9,1337.0,41.5,21.9,4.49,144.0,87.0,Muy bueno
3,725.0,2.4,32.7,3.92,28.0,76.25,No especial
3,1335.0,65.4,22.0,3.89,36.0,79.75,No especial
6,1213.0,11.2,28.4,4.21,21.0,76.5,No especial
